report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Content Changes,Modified notes,CHG-0285,note,added,note_added,"Note that the CSR contains only bits XLEN-1 through 2 of the address BASE. When used as an address, the",,,,,"Note that the CSR contains only bits XLEN-1 through 2 of the address BASE. When used as an address, the",Note added,,"Note that the CSR contains only bits XLEN-1 through 2 of the address BASE. When used as an address, the",Added note,0.0
Content Changes,Modified notes,CHG-0286,note,added,note_added,"Note that failing to mark a global mapping as global merely reduces performance, whereas marking a non-",,,,,"Note that failing to mark a global mapping as global merely reduces performance, whereas marking a non-",Note added,,"Note that failing to mark a global mapping as global merely reduces performance, whereas marking a non-",Added note,0.0
Content Changes,Modified notes,CHG-0287,note,added,note_added,Note that it’s still possible to register executable Shared-Region rules using initial register settings (that,,,,,Note that it’s still possible to register executable Shared-Region rules using initial register settings (that,Note added,,Note that it’s still possible to register executable Shared-Region rules using initial register settings (that,Added note,0.0
Relocations,Moved tables,CHG-0288,table,moved,table_moved,0 | 1,,109,112,109,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0289,table,moved,table_moved,0 | 1 | 2 | 3,,83,81,83,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0290,table,moved,table_moved,0 | 1 | 2 | 3,,83,82,83,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0291,table,moved,table_moved,0 | 1 | 2 | 3,,84,82,84,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0292,table,moved,table_moved,0 | 1,,122,127,122,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0293,table,moved,table_moved,0 | 1 | 2 | 3,,168,177,168,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0294,table,moved,table_moved,0 | 1 | 2,,78,76,78,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0295,table,moved,table_moved,0 | 1 | 2 | 3,,119,123,119,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0296,table,moved,table_moved,0 | 1 | 2 | 3,,170,178,170,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0297,table,moved,table_moved,0 | 1 | 2,,78,76,78,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0298,table,moved,table_moved,0 | 1 | 2 | 3,,190,198,190,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0299,table,moved,table_moved,0 | 1,,192,200,192,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0300,table,moved,table_moved,0 | 1,,203,211,203,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0301,table,moved,table_moved,0 | 1,,34,31,34,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0302,table,moved,table_moved,0 | 1,,154,163,154,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0303,table,moved,table_moved,0 | 1 | 2,,113,116,113,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0304,table,moved,table_moved,0 | 1 | 2,,116,120,116,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0305,table,moved,table_moved,0 | 1 | 2 | 3,,179,187,179,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0306,table,moved,table_moved,0 | 1,,194,202,194,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0307,table,moved,table_moved,0 | 1,,126,54,126,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0308,table,moved,table_moved,0 | 1,,172,130,172,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0309,table,moved,table_moved,0 | 1 | 2 | 3,,137,141,137,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0310,table,moved,table_moved,0 | 1 | 2 | 3,,142,147,142,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0311,table,moved,table_moved,0 | 1,,108,110,108,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0312,table,moved,table_moved,0 | 1,,119,123,119,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0313,table,moved,table_moved,0 | 1,,170,178,170,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0314,table,moved,table_moved,0 | 1 | 2 | 3,,162,171,162,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0315,table,moved,table_moved,0 | 1 | 2 | 3,,64,62,64,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0316,table,moved,table_moved,0 | 1 | 2 | 3,,105,107,105,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0317,table,moved,table_moved,0 | 1 | 2 | 3,,106,108,106,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0318,table,moved,table_moved,0 | 1,,158,167,158,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0319,table,moved,table_moved,0 | 1,,61,60,61,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0320,table,moved,table_moved,0 | 1,,129,133,129,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0321,table,moved,table_moved,0 | 1,,164,173,164,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0322,table,moved,table_moved,0 | 1 | 2,,11,10,11,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0323,table,moved,table_moved,0 | 1,,95,97,95,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0324,table,moved,table_moved,0 | 1 | 2,,58,57,58,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0325,table,moved,table_moved,0 | 1 | 2 | 3,,47,45,47,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0326,table,moved,table_moved,0 | 1,,172,180,172,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0327,table,moved,table_moved,0 | 1 | 2 | 3,,209,219,209,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0328,table,moved,table_moved,0 | 1,,108,110,108,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0329,table,moved,table_moved,0 | 1 | 2 | 3,,209,219,209,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0330,table,moved,table_moved,0 | 1 | 2 | 3,,209,219,209,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0331,table,moved,table_moved,0 | 1 | 2,,187,195,187,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0332,table,moved,table_moved,0 | 1 | 2,,137,140,137,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0333,table,moved,table_moved,0 | 1 | 2,,180,189,180,0 | 1 | 2,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0334,table,moved,table_moved,0 | 1 | 2 | 3,,143,148,143,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0335,table,moved,table_moved,0 | 1 | 2 | 3,,83,81,83,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0336,table,moved,table_moved,0 | 1,,158,167,158,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0337,table,moved,table_moved,0 | 1 | 2 | 3,,158,167,158,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0338,table,moved,table_moved,0 | 1 | 2 | 3,,158,167,158,0 | 1 | 2 | 3,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0339,table,moved,table_moved,0 | 1,,107,109,107,0 | 1,Table moved,,,Content unchanged,1.0
Relocations,Moved tables,CHG-0340,table,moved,table_moved,0 | 1 | 2,,57,56,57,0 | 1 | 2,Table moved,,,Content unchanged,1.0
